uf,m,pop,l,u,e,g,mi,mm,f,dl,du,mac,crit,idh,caps,caps_tipo,caps_gestor,srt,leitos_hg,psiq,lq,cobertura_raps,psiq_hg,psiq_hg_sus,hosp_psiq,sm_total,def_psiq,psiq_cad,psiq_hab,psiq_status,alerta_fiscal,porte,pop_sus,esf_gap,regiao,score_mun,risco_mun,vulnerab,n_flags,recup_r,prioridade,siops_desp,esf_equipes,ibge_cod,lat,lon,pib_percapita,agua_rede,esgoto_rede,bolsa_familia_pct,agentes_acs,internacoes_av,cobertura_vacinal,ine,gini,nascimentos,dengue_inc,alfabetizacao,notificacoes,coord_saude,score_v2,score_v2_ab,score_v2_iv,score_v2_raps,score_v2_se,score_v2_san,score_v2_fin,risco_v2,leitos_sus,leitos_sus_1k,esf_1k,medicos_1k,enfermeiros_1k,acs_1k,mort_cv_100k,mort_dm_100k,mort_has_100k,prev_dm_pct,prev_has_pct,intern_dengue_100k,intern_pneum_100k,intern_sepse_100k,let_dengue,let_pneum,let_sepse,sih_score,score_v3_d1,score_v3_d2,score_v3_d3,score_v3_d4,cob_sarampo,cob_gripe,cob_covid,pen_vacinal,pen_vacinal_nivel,pen_vacinal_desc,d1_base,psiq_1k,lq_1k,leitos_total,ibge_7,uti_sus,vacuo_hab,esf_pct,versao_banco,score_v3,rank_v3,rank_regiao_v3,risco_v3
SP,Rincão,11842,1.28,0.0,72.4,6.9,6.8,55.5,12.0,-11.0,-1.0,Sudeste,MODERADO,0.798,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,8881,7.6,Sudeste,58.0,MÉDIO,3.0,2,0.2,3,804.5,2,3543709.0,-21.594063,-48.031686,68112,98.8,58.3,15.1,20,322,72.8,0.565,0.445,80,112,92.8,35,Secretaria Municipal de Saúde,55.9,53.3,64.6,0.0,89.6,75.9,48.4,MÉDIO,10,0.84,1.69,2.52,2.62,1.69,240.5,48.5,28.3,11.6,30.3,10.9,255.1,25.2,0.0512,0.0388,0.2708,3.2,88.91,21.06,57.86,39.82,79.6,71.1,81.3,True,3,Sarampo:80% | Geral:73%,78.91,,,,3543709.0,0.0,0,0.0,v40+v37+v3,55.27,2326.0,852.0,ALTO
SP,Rinópolis,11842,1.46,0.0,71.5,8.5,10.4,42.5,13.0,-10.0,-1.0,Sudeste,MODERADO,0.807,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,8881,8.5,Sudeste,46.3,ALTO,4.5,2,0.5,3,809.1,2,3543808.0,-21.681033,-50.717793,68508,99.4,58.6,15.1,20,320,72.9,0.562,0.444,93,112,90.5,35,Secretaria Municipal de Saúde,53.4,52.0,62.7,0.0,87.9,76.8,31.8,ALTO,10,0.84,1.69,2.52,2.62,1.69,240.9,48.7,28.4,11.6,30.4,11.0,255.1,25.7,0.0504,0.0386,0.2692,3.22,89.45,20.72,57.77,41.88,62.4,84.9,92.8,True,3,Sarampo:62% | Geral:73%,79.45,,,,3543808.0,0.0,0,0.0,v40+v37+v3,55.63,2427.0,889.0,ALTO
SP,Rio Claro,210323,2.74,0.1,65.0,50.0,8.8,48.0,11160.0,50.0,202.0,Sudeste,SUPERÁVIT,0.803,3.0,"CAPS II,CAPSad,CAPSi",Municipal,1.0,20,20,0.51,SIM,20,20,HRRC,20,0.0,20.0,20.0,HABILITADO,False,GRANDE,157742,15.0,Sudeste,51.2,ALTO,4.4,1,5022.0,4,1530.6,30,3543907.0,-22.373466,-47.579391,78582,99.9,95.0,5.4,189,186,79.1,0.386,0.525,2207,180,96.7,957,Secretaria Municipal de Saúde,58.2,37.2,81.5,15.8,76.5,91.7,50.0,MÉDIO,509,2.42,1.43,5.76,5.6,0.9,240.9,48.7,28.4,11.6,30.4,17.0,216.0,58.8,0.0508,0.0387,0.27,4.27,79.45,41.41,29.99,38.24,87.2,68.5,79.2,True,2,Sarampo:87% | Geral:79%,79.45,,,,3543907.0,0.0,0,0.0,v40+v37+v3,48.92,830.0,159.0,CRÍTICO
SP,Rio Grande da Serra,48842,1.49,0.202,63.5,6.9,7.4,57.0,57.0,-38.0,0.0,Sudeste,MODERADO,0.786,1.0,CAPS I,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MÉDIO,36631,16.5,Sudeste,54.2,ALTO,3.5,1,1.1,4,1128.5,7,3544103.0,-23.739025,-46.382019,70963,99.9,89.5,7.9,55,222,76.8,0.448,0.487,469,150,95.0,188,Secretaria Municipal de Saúde,60.9,37.5,75.6,16.1,82.4,93.7,75.5,MÉDIO,70,1.43,1.43,3.96,3.85,1.13,238.0,47.9,28.0,11.5,30.1,13.2,238.8,40.4,0.0521,0.039,0.2729,3.69,95.16,37.85,29.36,36.2,48.2,58.2,70.6,True,3,Sarampo:48% | Geral:77%,77.16,,,,3544103.0,0.0,0,0.0,v40+v37+v3,52.25,1495.0,515.0,ALTO
SP,Rio das Pedras,30842,1.82,0.202,59.3,7.7,10.0,51.0,44.0,-16.0,0.0,Sudeste,ADEQUADO,0.762,1.0,CAPS,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MÉDIO,23131,20.7,Sudeste,45.5,ALTO,5.0,1,1.2,4,1110.9,4,3544004.0,-22.850128,-47.599187,69854,99.9,88.1,8.1,35,226,76.4,0.455,0.491,366,150,94.3,119,Secretaria Municipal de Saúde,57.8,32.2,69.6,25.4,76.8,93.0,65.5,MÉDIO,44,1.43,1.3,3.96,3.85,1.13,232.9,46.6,27.3,11.3,29.7,12.7,238.8,38.4,0.054,0.0394,0.2772,3.6,72.46,37.9,30.41,40.97,89.5,82.9,91.1,True,2,Sarampo:90% | Geral:76%,72.46,,,,3544004.0,0.0,0,0.0,v40+v37+v3,46.48,458.0,51.0,CRÍTICO
SP,Riolândia,9842,1.26,0.0,67.3,8.4,6.8,44.0,10.0,-10.0,-1.0,Sudeste,CRÍTICO,0.801,1.0,CAPS,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,7381,12.7,Sudeste,48.7,ALTO,3.5,1,0.3,4,806.0,1,3544202.0,-20.023534,-49.708797,68244,99.0,58.4,15.1,16,322,72.8,0.564,0.445,100,112,89.2,29,Secretaria Municipal de Saúde,65.0,43.5,72.8,79.7,86.3,76.2,32.6,MÉDIO,9,0.91,1.02,2.52,2.62,1.63,240.9,48.7,28.4,11.6,30.4,10.6,252.2,24.6,0.0509,0.0387,0.2703,3.15,79.45,19.75,47.05,33.07,97.6,69.0,79.6,True,1,Geral:73%,79.45,,,,3544202.0,0.0,0,0.0,v40+v37+v3,47.85,670.0,129.0,CRÍTICO
SP,Riversul,7842,1.09,0.0,68.8,7.3,7.4,53.5,7.0,-9.0,-1.0,Sudeste,CRÍTICO,0.759,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,5881,11.2,Sudeste,49.2,ALTO,3.9,2,0.2,3,784.2,1,3543501.0,-23.847481,-49.447879,66396,96.3,56.8,15.5,13,331,72.2,0.58,0.451,62,112,87.9,23,Secretaria Municipal de Saúde,51.0,45.3,64.9,0.0,77.5,72.2,42.5,ALTO,7,0.89,1.28,2.52,2.62,1.66,232.3,46.4,27.2,11.3,29.6,10.0,251.5,22.6,0.0543,0.0394,0.2777,3.06,71.88,22.03,60.05,46.48,90.8,72.5,82.5,True,1,Sarampo:91% | Geral:72%,71.88,,,,3543501.0,0.0,0,0.0,v40+v37+v3,52.06,1423.0,468.0,ALTO
SP,Rosana,20842,1.84,0.0,62.9,8.1,10.4,47.5,30.0,-11.0,-2.0,Sudeste,MODERADO,0.81,1.0,CAPS,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MÉDIO,15631,17.1,Sudeste,46.6,ALTO,4.7,0,0.9,4,1146.2,3,3544251.0,-22.489317,-52.836836,72072,99.9,90.9,7.8,23,219,77.1,0.441,0.483,201,150,93.3,80,Secretaria Municipal de Saúde,62.0,36.8,71.3,37.6,82.7,93.7,63.8,MÉDIO,30,1.44,1.44,3.96,3.85,1.1,240.9,48.7,28.4,11.6,30.4,13.8,241.6,42.9,0.0502,0.0385,0.2687,3.82,79.45,38.77,29.15,35.35,85.3,79.8,88.6,True,2,Sarampo:85% | Geral:77%,79.45,,,,3544251.0,0.0,0,0.0,v40+v37+v3,47.58,623.0,111.0,CRÍTICO
SP,Roseira,10842,1.32,0.0,70.9,7.1,7.6,54.0,11.0,-10.0,-1.0,Sudeste,MODERADO,0.786,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,8131,9.1,Sudeste,55.9,MÉDIO,3.3,2,0.2,3,798.2,2,3544301.0,-22.932468,-45.302332,67584,98.1,57.8,15.3,18,325,72.6,0.57,0.447,89,112,95.1,32,Secretaria Municipal de Saúde,54.8,49.8,65.3,0.0,90.1,74.8,45.8,ALTO,10,0.92,1.84,2.52,2.62,1.66,238.0,47.9,28.0,11.5,30.1,10.4,253.0,23.9,0.0521,0.039,0.2729,3.13,87.16,20.67,56.25,40.84,65.9,73.0,82.9,True,3,Sarampo:66% | Geral:73%,77.16,,,,3544301.0,0.0,0,0.0,v40+v37+v3,54.32,2065.0,766.0,ALTO
SP,Rubinéia,3842,1.05,0.0,70.9,8.2,8.0,51.0,3.0,-4.0,0.0,Sudeste,MODERADO,0.783,1.0,CAPS I,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MICRO,2881,9.1,Sudeste,48.5,ALTO,3.3,1,0.1,4,631.8,1,3544509.0,-20.250341,-51.018453,67452,87.6,38.5,21.4,8,385,70.5,0.652,0.418,34,98,93.5,10,Secretaria Municipal de Saúde,63.7,52.2,58.6,100.0,94.2,52.1,20.2,MÉDIO,2,0.52,2.6,1.8,1.93,2.08,237.3,47.7,27.9,11.5,30.0,10.6,184.3,41.3,0.0524,0.039,0.2735,3.24,86.55,34.35,46.98,34.42,72.7,75.2,84.8,True,3,Sarampo:73% | Geral:70%,76.55,,,,3544509.0,0.0,0,0.0,v40+v37+v3,53.81,1911.0,714.0,ALTO
SP,Rubiácea,4842,0.81,0.0,72.4,6.7,7.2,57.5,3.0,-6.0,-1.0,Sudeste,MODERADO,0.81,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MICRO,3631,7.6,Sudeste,56.4,MÉDIO,3.0,2,0.1,3,643.0,1,3544400.0,-21.361248,-50.786712,68640,89.1,39.1,21.0,10,379,70.9,0.641,0.413,23,98,90.1,13,Secretaria Municipal de Saúde,51.0,55.4,56.3,0.0,93.7,54.1,37.1,ALTO,3,0.62,2.07,1.8,1.93,2.07,240.9,48.7,28.4,11.6,30.4,10.7,184.9,42.4,0.0502,0.0385,0.2687,3.28,89.45,32.85,61.74,43.7,51.4,73.2,83.1,True,3,Sarampo:51% | Geral:71%,79.45,,,,3544400.0,0.0,0,0.0,v40+v37+v3,60.13,4019.0,1425.0,MODERADO
SP,Sabino,6842,1.37,0.0,71.8,8.9,9.0,47.0,7.0,-6.0,-1.0,Sudeste,MODERADO,0.774,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,5131,8.2,Sudeste,44.8,ALTO,4.3,2,0.3,3,792.0,1,3544608.0,-21.471256,-49.57473,67056,97.3,57.4,15.4,11,327,72.4,0.574,0.449,39,112,92.0,20,Secretaria Municipal de Saúde,51.7,50.0,64.4,0.0,84.5,73.7,26.1,ALTO,6,0.88,1.46,2.52,2.62,1.61,235.4,47.2,27.6,11.4,29.9,10.5,257.4,24.0,0.0531,0.0392,0.2751,3.17,84.7,22.43,59.51,44.4,58.0,68.5,79.2,True,3,Sarampo:58% | Geral:72%,74.7,,,,3544608.0,0.0,0,0.0,v40+v37+v3,55.53,2399.0,880.0,ALTO
SP,Sagres,3842,1.15,0.0,70.3,8.2,10.0,52.0,3.0,-4.0,0.0,Sudeste,MODERADO,0.801,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MICRO,2881,9.7,Sudeste,43.4,ALTO,4.4,2,0.1,3,639.3,1,3544707.0,-21.867861,-50.98984,68244,88.6,38.9,21.2,8,381,70.8,0.645,0.415,32,98,87.6,10,Secretaria Municipal de Saúde,46.8,51.9,50.2,0.0,91.3,53.4,20.8,ALTO,2,0.52,2.6,1.8,1.93,2.08,240.9,48.7,28.4,11.6,30.4,10.9,184.3,42.9,0.0509,0.0387,0.2703,3.3,79.45,34.37,60.5,46.89,120.0,74.3,84.0,True,1,Geral:71%,79.45,,,,3544707.0,0.0,0,0.0,v40+v37+v3,57.61,3115.0,1198.0,MODERADO
SP,Sales,6842,1.13,0.0,71.2,8.4,8.2,54.0,6.0,-7.0,-1.0,Sudeste,MODERADO,0.789,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,5131,8.8,Sudeste,46.2,ALTO,3.8,2,0.2,3,799.8,1,3544806.0,-21.347897,-49.503073,67716,98.2,57.9,15.2,11,324,72.7,0.569,0.447,58,112,90.1,20,Secretaria Municipal de Saúde,52.4,49.6,63.0,0.0,86.0,75.0,32.1,ALTO,6,0.88,1.46,2.52,2.62,1.61,238.6,48.1,28.1,11.6,30.2,10.7,257.4,24.7,0.0519,0.0389,0.2724,3.2,87.74,21.7,59.24,42.32,67.2,73.0,83.0,True,3,Sarampo:67% | Geral:73%,77.74,,,,3544806.0,0.0,0,0.0,v40+v37+v3,55.87,2494.0,924.0,ALTO
SP,Sales Oliveira,10842,1.38,0.0,72.4,7.4,8.8,50.0,12.0,-9.0,-1.0,Sudeste,MODERADO,0.753,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,8131,7.6,Sudeste,52.3,ALTO,4.0,2,0.3,3,781.1,2,3544905.0,-20.830948,-47.854088,66132,96.0,56.6,15.6,18,332,72.1,0.582,0.452,127,112,95.3,32,Secretaria Municipal de Saúde,52.6,51.2,62.4,0.0,83.0,71.7,41.2,ALTO,10,0.92,1.84,2.52,2.62,1.66,231.1,46.1,27.0,11.3,29.5,10.1,260.4,22.9,0.0548,0.0395,0.2788,3.14,70.95,23.77,56.7,46.11,81.1,60.0,72.1,True,2,Sarampo:81% | Geral:72%,70.95,,,,3544905.0,0.0,0,0.0,v40+v37+v3,51.15,1206.0,323.0,CRÍTICO
SP,Salesópolis,16842,1.44,0.0,71.2,9.6,10.0,50.5,19.0,-14.0,-2.0,Sudeste,MODERADO,0.792,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,12631,8.8,Sudeste,41.0,ALTO,4.7,3,0.9,2,801.3,3,3545001.0,-23.580629,-45.842823,67848,98.4,58.0,15.2,28,323,72.7,0.567,0.446,196,112,91.7,50,Secretaria Municipal de Saúde,51.0,50.6,58.3,0.0,88.3,75.3,21.6,ALTO,15,0.89,1.78,2.52,2.62,1.66,239.2,48.2,28.2,11.6,30.2,10.4,249.3,24.0,0.0516,0.0389,0.2719,3.1,88.09,19.84,56.95,43.38,120.0,57.1,69.6,True,1,Geral:73%,78.09,,,,3545001.0,0.0,0,0.0,v40+v37+v3,54.98,2242.0,821.0,ALTO
SP,Salmourão,5842,1.3,0.0,68.2,8.2,7.6,47.5,6.0,-5.0,-1.0,Sudeste,CRÍTICO,0.801,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,4381,11.8,Sudeste,48.6,ALTO,3.9,2,0.2,3,806.0,1,3545100.0,-21.587795,-50.876649,68244,99.0,58.4,15.1,10,322,72.8,0.564,0.445,45,112,87.3,17,Secretaria Municipal de Saúde,53.3,46.5,70.3,0.0,84.6,76.2,34.7,ALTO,5,0.86,1.71,2.52,2.62,1.71,240.9,48.7,28.4,11.6,30.4,10.5,247.1,24.5,0.0509,0.0387,0.2703,3.11,89.45,19.17,57.26,41.96,94.1,57.8,70.3,True,1,Sarampo:94% | Geral:73%,79.45,,,,3545100.0,0.0,0,0.0,v40+v37+v3,55.1,2267.0,834.0,ALTO
SP,Saltinho,7842,1.06,0.0,67.0,9.0,6.8,46.5,6.0,-9.0,-1.0,Sudeste,CRÍTICO,0.807,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,5881,13.0,Sudeste,40.9,ALTO,4.2,2,0.2,3,809.1,1,3545159.0,-22.871867,-47.733845,68508,99.4,58.6,15.1,13,320,72.9,0.562,0.444,89,112,97.4,23,Secretaria Municipal de Saúde,53.3,43.8,71.3,0.0,93.2,76.8,26.5,ALTO,7,0.89,1.28,2.52,2.62,1.66,240.9,48.7,28.4,11.6,30.4,11.1,259.6,25.8,0.0504,0.0386,0.2692,3.27,89.45,21.52,59.42,41.96,106.0,50.8,64.4,True,1,Geral:73%,79.45,,,,3545159.0,0.0,0,0.0,v40+v37+v3,56.34,2638.0,981.0,ALTO
SP,Salto,116842,1.94,0.246,60.5,9.1,9.2,48.5,177.0,-51.0,0.0,Sudeste,ADEQUADO,0.765,1.0,CAPS II,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,GRANDE,87631,19.5,Sudeste,41.3,ALTO,5.2,1,7.3,3,1493.2,15,3545209.0,-23.18126,-47.302465,76659,99.9,95.0,5.6,105,191,78.5,0.396,0.53,1591,180,96.3,532,Secretaria Municipal de Saúde,54.0,30.0,78.9,6.7,70.9,91.7,53.2,ALTO,283,2.42,1.28,5.76,5.6,0.9,233.6,46.8,27.4,11.4,29.7,15.9,214.2,53.9,0.0538,0.0393,0.2767,4.05,73.39,43.95,39.55,43.84,92.5,66.5,77.5,True,1,Sarampo:92% | Geral:78%,73.39,,,,3545209.0,0.0,0,0.0,v40+v37+v3,51.45,1260.0,356.0,CRÍTICO
SP,Salto Grande,11842,1.55,0.0,68.2,8.4,8.2,52.0,14.0,-9.0,-1.0,Sudeste,MODERADO,0.801,1.0,CAPS I,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,8881,11.8,Sudeste,50.5,ALTO,3.6,0,0.5,4,806.0,2,3545407.0,-22.870608,-49.961351,68244,99.0,58.4,15.1,20,322,72.8,0.564,0.445,92,112,91.1,35,Secretaria Municipal de Saúde,62.3,46.1,64.7,66.2,88.1,76.2,32.6,MÉDIO,10,0.84,1.69,2.52,2.62,1.69,240.9,48.7,28.4,11.6,30.4,10.8,253.0,25.2,0.0509,0.0387,0.2703,3.19,79.45,20.5,44.06,35.12,86.0,87.8,95.3,True,2,Sarampo:86% | Geral:73%,79.45,,,,3545407.0,0.0,0,0.0,v40+v37+v3,47.45,594.0,103.0,CRÍTICO
SP,Salto de Pirapora,46842,1.55,0.202,59.9,7.4,8.6,45.0,57.0,-35.0,0.0,Sudeste,ADEQUADO,0.753,1.0,CAPS I,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MÉDIO,35131,20.1,Sudeste,47.2,ALTO,4.6,1,1.4,4,1104.3,6,3545308.0,-23.653046,-47.579898,69439,99.9,87.5,8.1,53,227,76.3,0.457,0.492,488,150,92.8,180,Secretaria Municipal de Saúde,58.1,31.9,79.5,16.7,73.5,92.6,68.1,MÉDIO,67,1.43,1.28,3.96,3.85,1.13,231.1,46.1,27.0,11.3,29.5,12.8,244.4,38.5,0.0548,0.0395,0.2788,3.65,70.95,39.7,30.61,41.94,99.6,65.7,76.9,True,1,Geral:76%,70.95,,,,3545308.0,0.0,0,0.0,v40+v37+v3,46.68,479.0,58.0,CRÍTICO
SP,Sandovalina,4842,0.83,0.0,69.1,9.0,7.6,40.5,3.0,-6.0,-1.0,Sudeste,CRÍTICO,0.801,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MICRO,3631,10.9,Sudeste,43.1,ALTO,4.0,2,0.1,3,639.3,1,3545506.0,-22.477798,-51.842121,68244,88.6,38.9,21.2,10,381,70.8,0.645,0.415,47,98,89.6,13,Secretaria Municipal de Saúde,49.2,49.5,68.2,0.0,93.1,53.4,12.3,ALTO,3,0.62,2.07,1.8,1.93,2.07,240.9,48.7,28.4,11.6,30.4,10.8,189.2,42.6,0.0509,0.0387,0.2703,3.33,79.45,34.26,61.83,45.07,105.4,84.7,92.7,True,1,Geral:71%,79.45,,,,3545506.0,0.0,0,0.0,v40+v37+v3,57.71,3151.0,1214.0,MODERADO
SP,Santa Adélia,14842,1.43,0.0,70.0,8.1,9.8,57.5,17.0,-12.0,-2.0,Sudeste,MODERADO,0.786,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,11131,10.0,Sudeste,46.2,ALTO,4.4,2,0.5,3,798.2,2,3545605.0,-21.318337,-48.818174,67584,98.1,57.8,15.3,24,325,72.6,0.57,0.447,154,112,92.9,44,Secretaria Municipal de Saúde,50.6,47.5,53.8,0.0,88.0,74.8,35.2,ALTO,13,0.88,1.35,2.52,2.62,1.62,238.0,47.9,28.0,11.5,30.1,10.6,255.9,24.4,0.0521,0.039,0.2729,3.17,77.16,21.41,59.83,44.03,95.9,68.2,79.0,True,1,Geral:73%,77.16,,,,3545605.0,0.0,0,0.0,v40+v37+v3,53.05,1681.0,626.0,ALTO
SP,Santa Albertina,5842,1.37,0.0,68.5,8.2,9.0,53.5,6.0,-5.0,-1.0,Sudeste,CRÍTICO,0.762,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,4381,11.5,Sudeste,44.4,ALTO,4.6,2,0.2,3,785.8,1,3545704.0,-20.015605,-50.727086,66528,96.5,56.9,15.5,10,330,72.3,0.579,0.451,55,112,90.7,17,Secretaria Municipal de Saúde,49.6,45.9,59.3,0.0,80.7,72.5,33.1,ALTO,5,0.86,1.71,2.52,2.62,1.71,232.9,46.6,27.3,11.3,29.7,10.2,254.4,23.2,0.054,0.0394,0.2772,3.11,72.46,22.6,57.71,47.2,92.5,71.5,81.7,True,1,Sarampo:92% | Geral:72%,72.46,,,,3545704.0,0.0,0,0.0,v40+v37+v3,51.78,1345.0,413.0,CRÍTICO
SP,Santa Branca,13842,1.63,0.0,69.1,7.0,9.8,55.5,18.0,-9.0,-2.0,Sudeste,MODERADO,0.807,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,10381,10.9,Sudeste,53.9,ALTO,4.1,1,0.4,4,809.1,2,3546009.0,-23.425749,-45.863949,68508,99.4,58.6,15.1,23,320,72.9,0.562,0.444,120,112,93.7,41,Secretaria Municipal de Saúde,52.9,47.4,55.9,0.0,90.8,76.8,47.8,ALTO,12,0.87,1.44,2.52,2.62,1.66,240.9,48.7,28.4,11.6,30.4,10.9,254.5,25.4,0.0504,0.0386,0.2692,3.21,79.45,20.32,58.89,42.26,84.9,79.2,88.1,True,2,Sarampo:85% | Geral:73%,79.45,,,,3546009.0,0.0,0,0.0,v40+v37+v3,52.92,1658.0,613.0,ALTO
SP,Santa Bárbara d'Oeste,189456,2.15,0.1,65.0,50.0,8.8,48.0,9840.0,-66.0,182.0,Sudeste,DÉFICIT,0.79,2.0,"CAPS II,CAPSad",Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,GRANDE,142092,15.0,Sudeste,47.8,ALTO,4.5,1,4428.0,4,1517.8,27,3545803.0,-22.799933,-47.427513,77924,99.9,95.0,5.5,171,188,78.9,0.39,0.526,1922,180,96.5,862,Secretaria Municipal de Saúde,56.9,37.2,81.3,8.3,75.9,91.7,50.0,MÉDIO,458,2.42,1.43,5.76,5.6,0.9,238.8,48.1,28.1,11.6,30.2,16.5,214.2,56.8,0.0518,0.0389,0.2722,4.17,87.79,42.09,37.37,38.9,43.9,69.0,79.6,True,3,Sarampo:44% | Geral:79%,77.79,,,,3545803.0,0.0,0,0.0,v40+v37+v3,53.91,1943.0,729.0,ALTO
SP,Santa Clara d'Oeste,0,,,,,,,,,,,P3,,0.0,Dado não disponível,,0.0,0,0,0.0,NÃO INFORMADO,0,0,,0,0.0,0.0,0.0,DADO_PENDENTE,False,INDEFINIDO,0,80.0,Sudeste,50.0,ALTO,5.5,4,0.0,2,,0,354610.0,-20.0669,-50.9084,62370,86.2,50.8,17.4,0,369,69.9,0.648,0.477,0,148,93.8,0,Secretaria Municipal de Saúde,42.3,45.5,11.1,30.0,73.4,54.7,50.0,ALTO,0,0.0,0.0,3.6,3.5,0.0,209.5,40.5,24.1,10.4,27.6,7.5,189.9,27.8,0.059,0.0405,0.2881,2.71,50.48,29.64,73.27,73.72,82.7,77.2,86.3,False,0,OK,50.48,,,0.0,354610.0,0.0,0,0.0,v40+v37+v3,,,,
SP,Santa Cruz da Conceição,6842,1.11,0.0,67.9,8.2,7.8,44.5,6.0,-7.0,-1.0,Sudeste,CRÍTICO,0.765,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,5131,12.1,Sudeste,44.7,ALTO,4.3,2,0.2,3,787.3,1,3546207.0,-22.121977,-47.484563,66660,96.7,57.0,15.5,11,329,72.3,0.578,0.45,30,112,95.1,20,Secretaria Municipal de Saúde,52.0,43.1,70.8,0.0,85.5,72.8,33.2,ALTO,6,0.88,1.46,2.52,2.62,1.61,233.6,46.8,27.4,11.4,29.7,10.2,255.2,23.3,0.0538,0.0393,0.2767,3.12,73.39,22.46,59.6,45.36,89.3,81.6,90.1,True,2,Sarampo:89% | Geral:72%,73.39,,,,3546207.0,0.0,0,0.0,v40+v37+v3,52.32,1517.0,527.0,ALTO
SP,Santa Cruz da Esperança,2842,0.98,0.0,68.5,8.7,10.6,56.5,2.0,-3.0,0.0,Sudeste,CRÍTICO,0.804,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MICRO,2131,11.5,Sudeste,36.4,CRÍTICO,4.9,2,0.1,3,640.5,0,3546256.0,-21.276197,-47.439072,68376,88.8,39.0,21.1,6,380,70.8,0.644,0.414,22,98,94.7,7,Secretaria Municipal de Saúde,45.4,48.8,44.6,0.0,97.9,53.7,15.6,ALTO,2,0.7,0.0,1.8,1.93,2.11,240.9,48.7,28.4,11.6,30.4,11.0,195.7,43.2,0.0507,0.0386,0.2698,3.41,89.45,34.98,71.47,47.95,108.0,55.0,67.9,True,1,Geral:71%,79.45,,,,3546256.0,0.0,0,0.0,v40+v37+v3,64.22,5080.0,1583.0,BAIXO
